Title,Tags,Body
"Test with reactjs renderIntoDocument keep failed due to required DOM","<reactjs><mocha><expect.js>","<p>I am new to reactJS and try to learn how to test with it. I have encouter the following testing util method. However i am keep getting the same error <code>message:ReferenceError: document is not defined</code>. </p>

<hr>

<p><strong>renderIntoDocument</strong></p>

<pre><code>ReactComponent renderIntoDocument(
  ReactElement instance
)
</code></pre>

<p>Render a component into a detached DOM node in the document. This function requires a DOM.</p>

<p>Note:
You will need to have window, window.document and window.document.createElement globally available before you import React. Otherwise React will think it can't access the DOM and methods like setState won't work.</p>

<hr>

<p>I know it the reason failing its missing the DOM, but how can i insert the DOM or require it?</p>

<hr>

<p>My test below:</p>

<pre><code>import expect from 'expect.js';
import React from 'react';
import Header from '../../components/header';
import {renderShallow} from './help';
import ReactAddOn from 'react/addons';

var TestUtils = ReactAddOn.addons.TestUtils;

describe('Test react', function() {
  let component;

  beforeEach(()=&gt;{
    component = TestUtils.renderIntoDocument(&lt;Header&gt;&lt;/Header&gt;);
  });


  it('Test if the content been correclty render', function() {
    console.log(component);
  });
});
</code></pre>
"
"Getting error ""Cannot read property '__reactInternalInstance$a2hlbpvzpyeu9ywvcwjr1kyb9' of undefined""","<reactjs><jasmine><material-ui><jest>","<p>I am using Jest to test the following Material-UI component. I would like to assert that the function handleSubmit gets called when the RaisedButton  component is clicked.</p>

<pre><code>        //Form.js

export default class Form extends React.Component {    

&lt;RaisedButton
            ref=""buttonTag""
            className='SubmitButton'
            label='Go'
            icon={&lt;ActionSearch /&gt;}
            onClick={this.handleSubmit} /&gt;

        handleSubmit = (event) =&gt; {

        };
    }

    //Form-test.js

    import Form from '../../src/Components/Form/Form';
    import React from 'react';
    import TestUtils from 'react-dom/test-utils';

    let form = TestUtils.renderIntoDocument(
        &lt;Form /&gt;
    );

    const spy = jest.spyOn(form, 'handleSubmit').mockImplementation(() =&gt; {});
    let buttonNode = form.refs.buttonTag; 
    TestUtils.Simulate.click(buttonNode);
    expect(spy).toHaveBeenCalled();
</code></pre>

<p>When execution gets to :</p>

<pre><code>TestUtils.Simulate.click(buttonNode);
</code></pre>

<p>I get the following error:</p>

<pre><code>""Cannot read property '__reactInternalInstance$a2hlbpvzpyeu9ywvcwjr1kyb9' of undefined""
</code></pre>

<p>How can I properly simulated a click on the RaisedButton to trigger handleSubmit() ?</p>
"
"Testing functional components with renderIntoDocument","<javascript><unit-testing><reactjs><mocha><karma-runner>","<p>I am learning to test <em>React stateless components</em> using the <em>ReactTestUtils</em> library. This is my simple component:</p>

<pre><code>import React from 'react';

const Greeter = ({name,place}) =&gt; (
  &lt;h1&gt;Hello,{name}. Welcome to the {place}.&lt;/h1&gt;
);

export default Greeter;
</code></pre>

<p>This is my test spec, to get the <code>renderIntoDocument</code> working, I wrapped my <em>Greeter</em> component in a div as suggested <a href=""http://t4d.io/jest-testutils-and-react-stateless-components/"" rel=""nofollow noreferrer"">here</a>:</p>

<pre><code>import {expect} from 'chai';
import React from 'react';
import ReactTestUtils from 'react-addons-test-utils';
import Greeter from '../Greeter';

describe('Greeter Components',() =&gt; {
  it('renders correctly',() =&gt; {
    var component = ReactTestUtils.renderIntoDocument(&lt;div&gt;
        &lt;Greeter name=""Vamsi"" place=""Hotel California""/&gt;
    &lt;/div&gt;);

    var hasH1 = ReactTestUtils.findRenderedDOMComponentWithTag(component,'h1');
expect(hasH1).to.be.ok;
  });
});
</code></pre>

<p>I get the error </p>

<blockquote>
  <p>findAllInRenderedTree(...): instance must be a composite component.</p>
</blockquote>

<p>I am providing my code as jsbin <a href=""http://jsbin.com/bohosodupa/1/edit?html,js,console"" rel=""nofollow noreferrer"">here</a>.</p>
"
"Make react-router not break Jest (reactJs) tests","<javascript><reactjs><react-jsx><jestjs><react-router>","<p>I'm currently trying to add Jest tests to a React application (found <a href=""http://github.com/krazemon/reps/"" rel=""nofollow"">here</a>).</p>

<p>However, when I run the following test,</p>

<pre><code>/** @jsx React.DOM */

jest.dontMock('jquery');
jest.dontMock('../js/components/CategoryPage.jsx');
describe('Category Page', function() {
  var React = require('react/addons');
  var TestUtils = React.addons.TestUtils;
  var CategoryPage = require('../js/components/CategoryPage.jsx');
  it('renders into the page correctly', function() {
    // Render the CategoryPage into the document
    var categoryPage = TestUtils.renderIntoDocument(
      &lt;CategoryPage params={{""category"": ""tests""}} /&gt;
    );
    expect(categoryPage).toBeDefined();
  });
});
</code></pre>

<p>I get the following error:</p>

<pre><code>● Category Page › it renders into the page correctly
  - TypeError: Property 'makeHref' of object #&lt;Object&gt; is not a function
        at Navigation.makeHref (/home/stephen/reps/node_modules/react-            router/modules/mixins/Navigation.js:29:25)
        at React.createClass.getHref (/home/stephen/reps/node_modules/react-router/modules/components/Link.js:76:17)
        at React.createClass.render (/home/stephen/reps/node_modules/react-router/modules/components/Link.js:97:18)
        at ReactCompositeComponentMixin._renderValidatedComponent (/home/stephen/reps/node_modules/react/lib/ReactCompositeComponent.js:1260:34)
        at wrapper [as _renderValidatedComponent] (/home/stephen/reps/node_modules/react/lib/ReactPerf.js:50:21)
        at ReactCompositeComponentMixin.mountComponent     (/home/stephen/reps/node_modules/react/lib/ReactCompositeComponent.js:802:14)
        at wrapper [as mountComponent] (/home/stephen/reps/node_modules/react/lib/ReactPerf.js:50:21)
        at ReactDOMComponent.ReactMultiChild.Mixin.mountChildren (/home/stephen/reps/node_modules/react/lib/ReactMultiChild.js:195:42)
        at ReactDOMComponent.Mixin._createContentMarkup (/home/stephen/reps/node_modules/react/lib/ReactDOMComponent.js:260:32)
        at ReactDOMComponent.Mixin.mountComponent (/home/stephen/reps/node_modules/react/lib/ReactDOMComponent.js:182:14)
        at ReactDOMComponent.wrapper [as mountComponent] (/home/stephen/reps/node_modules/react/lib/ReactPerf.js:50:21)
        at ReactDOMComponent.ReactMultiChild.Mixin.mountChildren (/home/stephen/reps/node_modules/react/lib/ReactMultiChild.js:195:42)
        at ReactDOMComponent.Mixin._createContentMarkup (/home/stephen/reps/node_modules/react/lib/ReactDOMComponent.js:260:32)
</code></pre>

<p>Both my app and the <code>CategoryPage</code> component specifically use react-router. The CategoryPage contains a mixin which uses react-router for authentication. Based on my own debugging, I have found that the error is occurring when Jest tries to call <code>makeHref</code>, one of react-router's built-in methods for Navigation.</p>

<p>To fix this, I first tried calling <code>jest.dontMock('react-router')</code>, but this did not have any effect. The problem seems to be that, by not mocking <code>CategoryPage</code>, jest will automatically and irreversibly include all of its dependecies, unmocked.</p>

<p>Part of the reason this issue is so difficult to solve is because most people using Jest with React seem to not be testing their components, either because they are not as test-focused or because they are using Flux and only testing Stores, Dispatchers, etc. We are not yet using Flux, so this is not an option for us, but may be something we have to transition to in the future.</p>

<p>EDIT 1: The test passes if I remove the <code>jest.dontMock('../js/components/CategoryPage.jsx')</code> but then it is impossible to actually test the functionality of that component.</p>

<p>EDIT 2: When I exclude <code>jest.dontMock('jquery')</code> I get another error related to the mixin I use to create Modals:</p>

<pre><code>Category Page › it encountered a declaration exception
- TypeError: 
/home/stephen/reps/js/components/CategoryPage.jsx:  
/home/stephen/reps/js/components/Feed.jsx:     
/home/stephen/reps/js/components/InvestmentButton.jsx: 
/home/stephen/reps/js/components/Modal.jsx: 
/home/stephen/reps/js/mixins/BootstrapModalMixin.jsx: 
/home/stephen/reps/node_modules/bootstrap/dist/js/npm.js: 
/home/stephen/reps/node_modules/bootstrap/js/alert.js: Cannot call method 'on' of undefined
</code></pre>

<p>EDIT 3: I have seemingly isolated the bug to react-router's Navigation mixin, where it calls <code>this.context.makeHref</code>. The React team has deprecated <code>this.context</code> since version .9 so I believe this may be the source of the problems. Thus, any work-around or fix for <code>this.context</code> is welcome.</p>
"
"How to test a React component that uses context like in react-router 2.0 with Jest 0.8.x","<javascript><reactjs><react-router><jestjs><reactjs-testutils>","<p>I had this problem in the past while using older versions of react-router which I solved using: <a href=""https://github.com/reactjs/react-router/blob/57543eb41ce45b994a29792d77c86cc10b51eac9/docs/guides/testing.md#stubroutercontext"" rel=""nofollow"">stubRouterContext</a> + a hacky way to access the component instance (using refs: <a href=""https://github.com/reactjs/react-router/issues/1140#issuecomment-113174774"" rel=""nofollow"">https://github.com/reactjs/react-router/issues/1140#issuecomment-113174774</a>)</p>

<p>I thought this would improve in the future but I am hitting the same wall with react-router 2.0 (I am not saying this is a problem with react-router but since it uses context, it affects my tests). So, I have a component that uses context to push new state into the url <code>this.context.router.push(...)</code> which is the way to go now 
<a href=""https://github.com/reactjs/react-router/blob/master/upgrade-guides/v2.0.0.md#programmatic-navigation"" rel=""nofollow"">https://github.com/reactjs/react-router/blob/master/upgrade-guides/v2.0.0.md#programmatic-navigation</a></p>

<p>I am telling <code>jest.dontMock('react-router')</code> but my test will fail with:</p>

<p><code>
TypeError: Cannot read property 'push' of undefined
</code></p>

<p>This happens because the instance returned by <code>TestUtils.renderIntoDocument</code> will have:</p>

<p><code>
context: Object { router: undefined }
</code></p>

<p>Now, what is the real problem here? Is it Jest? I'm pretty sure I am not the only one who encounters this and since <a href=""https://github.com/reactjs/react-router/blob/57543eb41ce45b994a29792d77c86cc10b51eac9/docs/guides/testing.md#stubroutercontext"" rel=""nofollow"">stubRouterContext</a> it's not in the <a href=""https://github.com/reactjs/react-router/blob/master/docs/guides/testing.md"" rel=""nofollow"">official docs</a> of react-router anymore, is there any broad accepted solution for this?</p>

<p>How would I make the test to work? Which is basically having the correct context and being able to access everything from the component instance returned by <code>TestUtils.renderIntoDocument</code>.</p>

<p>I am using react 0.14.7, jest-cli 0.8.2 and react-router 2.0.</p>
"
"react-dom/test-utils, TypeError: Cannot read property 'children' of undefined","<reactjs><jestjs>","<p>I use <code>react-dom/test-utils</code> to test my react component.</p>

<p>But the return value of <code>scryRenderedDOMComponentsWithClass</code> has no <code>props</code></p>

<p>and <code>props.children</code> property. Did I do something wrong or what?</p>

<p>here is my test code: </p>

<pre><code>it('renders item count correctly', () =&gt; {
    const $$searchList  = TestUtils.renderIntoDocument(&lt;SearchList items={datas}/&gt;)
    const list = TestUtils.scryRenderedDOMComponentsWithClass($$searchList, 'list');

    expect(list.props.children).toHaveLength(4);
    expect(items).toHaveLength(4);

  });
</code></pre>

<p>here is the test result:</p>

<pre><code>● component - SearchList test suites › renders item count correctly

    TypeError: Cannot read property 'children' of undefined

      at Object.&lt;anonymous&gt; (src/components/List/__tests__/SearchList.test.jsx:17:26)
      at Promise.resolve.then.el (node_modules/p-map/index.js:42:16)
      at process._tickCallback (internal/process/next_tick.js:109:7)

  component - SearchList test suites
    ✓ loads without error (43ms)
    ✕ renders item count correctly (18ms)
</code></pre>

<p>-- update --</p>

<p>Here is my component render: </p>

<pre><code>return (
      &lt;div className=""list""&gt;
        {
          items.map((item: Book, idx: number): React.ReactElement&lt;IListProps&lt;Book&gt;&gt; =&gt; {
            return (
              &lt;ListItem onClick={() =&gt; this.onItemClick(item, idx)} key={item.id} item={item}/&gt;
            );
          })
        }
      &lt;/div&gt;
    );
</code></pre>
"
"Testing react-bootstrap with mocha and ES6/babel","<javascript><reactjs><mocha><babeljs><react-bootstrap>","<p>I am trying to write a unit test of React and React-bootstrap components using Mocha.</p>

<p>All of my javascript is written in ES6, and I am using babel to transpile to ES5.  </p>

<p>The files I am using are below.</p>

<p>After running <code>npm install</code>, I run <code>npm test</code>.  This fails with the following output:</p>

<pre><code>$ npm test

&gt; @ test /Users/tda0106/test/npm
&gt; mocha --compilers jsx:babel-register simple-test.jsx



  A simple test
    1) ""before all"" hook: render and locate element


  0 passing (34ms)
  1 failing

  1) A simple test ""before all"" hook: render and locate element:
     AssertionError: expected null to exist
      at Context.&lt;anonymous&gt; (simple-test.jsx:21:9)



npm ERR! Test failed.  See above for more details.
</code></pre>

<p>TestUtils.renderIntoDocument is returning null for no reason that I can see.  The <a href=""https://facebook.github.io/react/docs/test-utils.html#renderintodocument"" rel=""nofollow"">TestUtil docs</a> indicate that <code>window</code> and <code>document</code> must be defined before importing <code>React</code>, which is the point of <code>test-dom.jsx</code>.  </p>

<p>I am certain that <code>test-dom.jsx</code> is loaded before React, because before I added the line setting <code>global.navigator</code>,  React was throwing an error deep in its code trying to access that variable.</p>

<p>Any idea what I need to do to make this work?</p>

<p><em>package.json</em></p>

<pre><code>{
  ""dependencies"": {
    ""react"": ""^15.0.1"",
    ""react-bootstrap"": ""^0.28.5"",
    ""react-dom"": ""^15.0.1""
  },
  ""scripts"": {
      ""test"": ""mocha --compilers jsx:babel-register simple-test.jsx""
  },
  ""devDependencies"": {
    ""babel-preset-es2015"": ""^6.6.0"",
    ""babel-preset-react"": ""^6.5.0"",
    ""babelify"": ""^7.2.0"",
    ""chai"": ""^3.5.0"",
    ""jsdom"": ""^8.4.0"",
    ""mocha"": ""^2.4.5"",
    ""react-addons-test-utils"": ""^15.0.1""
  }
}
</code></pre>

<p><em>test-dom.jsx</em></p>

<pre><code>// React needs the basic dom objects defined before it is imported.  
// And babel moves the imports before the rest of the code. 
// So the dom setup needs to be in its own file and imported.

import jsdom from 'jsdom';


const document = jsdom.jsdom(""hello world"");
const window = document.defaultView;

// A super simple DOM ready for React to render into
// Store this DOM and the window in global scope ready for React to access
global.document = document;

global.window = window;

global.navigator = {userAgent: 'None'};

export default { document: document, window: window };
</code></pre>

<p><em>simple-test.jsx</em></p>

<pre><code>import TestDom from './test-dom.jsx';

import { expect } from 'chai';

import React from 'react';
import { Panel } from 'react-bootstrap';

import TestUtils from 'react-addons-test-utils';


const Map = () =&gt; (
    &lt;Panel&gt;A map &lt;/Panel&gt;
);

describe('A simple test', () =&gt; {
     before('render and locate element', () =&gt; {
       const renderedComponent = TestUtils.renderIntoDocument(
            &lt;Map /&gt;
        );

        expect(renderedComponent).to.exist; // This fails
    });



    it('test something', () =&gt; {
        expect(1+1).is('true');
    });
});
</code></pre>

<p><em>.babelrc</em></p>

<pre><code>{
    ""presets"": [
        ""es2015"",
        ""react""
    ]
}
</code></pre>
"
"Jest + React TestUtils: Render a <meta> tag with TestUtils.renderIntoDocument","<reactjs><jestjs><reactjs-testutils>","<p>I am writing a React component that depends on a meta tag of a specific name to be present in the head area of the DOM, so I'm trying to use TestUtils.renderIntoDocument to create that meta tag for running my Jest test, which is not working.</p>

<pre><code>jest.dontMock('../channel-finder');

describe('Channel Finder Component', function() {
  it('Renders properly with no props', function() {

    var React = require('react/addons');
    var ChannelFinder = require('../channel-finder');
    var TestUtils = React.addons.TestUtils;

    // Render into Document
    var ChannelFinderComponent = TestUtils.renderIntoDocument(
      &lt;ChannelFinder /&gt;
    );
    var ClientIpMetaTag = TestUtils.renderIntoDocument(
      &lt;meta name=""client-ip"" content=""50.200.28.114""&gt;
    );

    // Find Rendered DOM Component
    var ChannelFinderDomElement = TestUtils.findRenderedDOMComponentWithTag(ChannelFinderComponent, 'div');

    // Assert Results
    expect(ChannelFinderDomElement.getDOMNode().textContent).toEqual('');
  });
});
</code></pre>

<p>Can this be accomplished with either React TestUtils or React itself somehow?</p>

<p>Result is a super-long error stack trace:
<img src=""https://i.stack.imgur.com/TK5aa.jpg"" alt=""enter image description here""></p>

<p>My preprocessor.js file: </p>

<pre><code>// preprocessor.js
var ReactTools = require('react-tools');
module.exports = {
  process: function(src) {
    return ReactTools.transform(src);
  }
};
</code></pre>
"
"Testing onClick event on react component using Jasmine","<unit-testing><reactjs><jasmine>","<p>I have a React component that has buttons for which the onClick events are bound to functions passed as properties from the parent component, e.g. <code>&lt;Counter counter=0 incrementCounter={incrementFunction} decrementCounter={decrementFunction} /&gt;</code>.</p>

<p>I'm new to unit testing React components so I'm trying to check that the function gets called when clicking on the increment/decrement buttons. For this I'm using Jasmine's spyOn method, but it never seems to catch the function being called.</p>

<p>If I output a console.log in the function I'm using (e.g. <code>let incrementCounter = () =&gt; { console.log(""increment!""); };</code>) then I can tell the function is being called when I do <code>TestUtils.Simulate.click(incrementButton);</code>, however the test still won't pass. What am I missing?</p>

<p><strong>Counter.js</strong></p>

<pre><code>import React, { Component, PropTypes } from ""react"";

class Counter extends Component {

  constructor(props) {
    super(props);
  }

  render() {
    const { incrementCounter, decrementCounter, counter } = this.props;
    return (

        &lt;div&gt;
          &lt;h1&gt;Counter&lt;/h1&gt;
          &lt;p&gt;
            &lt;b&gt;Counter: {counter} times&lt;/b&gt;
            {"" ""}
            &lt;button onClick={incrementCounter}&gt;+&lt;/button&gt;
            {"" ""}
            &lt;button onClick={decrementCounter}&gt;-&lt;/button&gt;
          &lt;/p&gt;
        &lt;/div&gt;

    );
  }
}

Counter.propTypes = {
  incrementCounter: PropTypes.func.isRequired,
  decrementCounter: PropTypes.func.isRequired,
  counter: PropTypes.number.isRequired
};

export default Counter;
</code></pre>

<p><strong>Counter.test.js</strong></p>

<pre><code>import React from ""react"";
import TestUtils from ""react/lib/ReactTestUtils"";
import Counter from ""./Counter""

describe(""Counter"", function () {

  let renderedComponent = {};
  let heading = {};
  let decrementButton = {};
  let incrementButton = {};
  let incrementCounter = () =&gt; {};
  let decrementCounter = () =&gt; {};
  let counter = 0;

  beforeEach(function(){

    renderedComponent = TestUtils.renderIntoDocument(
        &lt;Counter incrementCounter={incrementCounter} decrementCounter={decrementCounter} counter={counter} /&gt;
    );

    heading = TestUtils.findRenderedDOMComponentWithTag(renderedComponent, ""h1"");

    let buttons = TestUtils.scryRenderedDOMComponentsWithTag(renderedComponent, ""button"");

    decrementButton = buttons[1];
    incrementButton = buttons[0];

    this.incrementCounter = incrementCounter;

  });

  it(""renders without problems"", function () {

    expect(TestUtils.isDOMComponent(heading)).toBe(true);
    expect(heading.innerText).toMatch(/Counter/g);

    expect(TestUtils.isDOMComponent(decrementButton)).toBe(true);
    expect(decrementButton.innerText).toMatch(/-/g);

    expect(TestUtils.isDOMComponent(incrementButton)).toBe(true);
    expect(incrementButton.innerText).toMatch(/\+/g);

  });

  it(""fires the increment function"", function() {

    spyOn(this, ""incrementCounter"");
    TestUtils.Simulate.click(incrementButton);
    expect(this.incrementCounter).toHaveBeenCalled(); // Error: fuction doesn't get called

  });

});
</code></pre>
"
"Unit testing react with jest 0.4.0 and node 0.12.0","<node.js><unit-testing><reactjs><jestjs>","<p>I am trying to write unit tests for a simple react component that has a radio button. Whether or not the test is failing is beside the point because I am getting syntax errors before the test can do its job.
I am running React0.14.7, node0.12.0, and jest 0.4.0 (this version of jest is compatible with node0.12.0. My dependencies are listed below.<br></p>

<pre><code>""devDependencies"": {
""babel-jest"": ""^9.0.3"",
""babel-polyfill"": ""^6.7.2"",
""babel-preset-es2015"": ""^6.6.0"",
""babel-preset-react"": ""^6.5.0"",
""gulp"": ""latest"",
""gulp-concat"": ""latest"",
""gulp-less"": ""latest"",
""gulp-react"": ""latest"",
""gulp-sourcemaps"": ""latest"",
""jest-cli"": ""^0.4.0"",
""watch"": ""latest""
},
""jest"": {
  ""scriptPreprocessor"": ""&lt;rootDir&gt;/node_modules/babel-jest"",
""testFileExtensions"": [""es6"", ""js""],
""moduleFileExtensions"": [""js"", ""json"", ""es6""]
</code></pre>

<p>}</p>

<p>This is my test ""../src/<strong>tests</strong>/radio-group-test.js""</p>

<pre><code>jest.unmock('../components/radio-group.jsx')

import React from 'react'
import ReactDOM from 'react-dom'
import TestUtils from 'react-addons-test-utils'
import PolicyConditions from '../components/radio-group.jsx'

describe('../components/radio-group.jsx', () =&gt; {
  it('renders a subform when clicking a checkbox', () =&gt; {
    var conditions = TestUtils.renderIntoDocument(
      &lt;RadioGroup 
        radioType='labelRadios'
        name='email'
      /&gt;
    )

    var radioNode = ReactDOM.findDOMNode(radio)

    expect(radioNode.checked).toEqual('false')

    TestUtils.Simulate.change(
      TestUtils.findRenderedDOMComponentWithTag(radio, 'checked')
    )

    expect(radioNode.checked).toEqual('true')
  })
})
</code></pre>

<p>The error from the terminal:</p>

<pre><code>SyntaxError: ../node_modules/babel-jest: ../node_modules/babel-jest/src/index.js:15
process(src, filename) {
       ^ 
Unexpected token (
</code></pre>

<p>Its almost as if babel isn't doing its job in translating es2015 because I had an earlier error with using <code>const</code> before changing it to <code>var</code>.</p>

<p>Edit: apologies, forgot to add the code that is actually failing.</p>

<pre><code>'use strict';

var babel = require('babel-core');
var jestPreset = require('babel-preset-jest');

module.exports = {
  process(src, filename) {
    if (babel.util.canCompile(filename)) {
      return babel.transform(src, {
        auxiliaryCommentBefore: 'istanbul ignore next',
        filename,
        presets: [jestPreset],
        retainLines: true,
      }).code;
    }
    return src;
  },
};
</code></pre>
"
"trying to unit test a function inside react es6 component","<reactjs><ecmascript-6>","<p>So I know if Im using createClass I can access a helper function with prototype:</p>

<pre><code>  import React from 'react';

  var ContactUsRoot = React.createClass({

    test: function(){
      return 'yes';
    },
    render: function(){
      return (
        &lt;div id='contact-us-wall'&gt;
          &lt;h6&gt;Contact us&lt;/h6&gt;
          &lt;p&gt;Please free feel to contact us with the following contact information&lt;/p&gt;
        &lt;/div&gt;)
    }

  })
  export default ContactUsRoot;
</code></pre>

<p>test.js:</p>

<pre><code>import Contact from 'Contact.js';

describe('Helper functions in contactUsComponent', function(){
  var renderedNode;

  it('should return yes', function(){
        assert.equal(Contact.prototype.test(), 'yes');// look here
  });
</code></pre>

<p>But how do I access a helper function inside a es6 react component?</p>

<p><code>class ContactUsRoot extends React.Component{</code> Do I have to create an instance then access from that instance or something? that doesn't sound right though</p>

<hr>

<p>EDIT:
@CH Buckingham:</p>

<p>in test:</p>

<pre><code>  var renderedElement = ReactTestUtils.renderIntoDocument(&lt;Provider store = {store}&gt;&lt;GraphRoot/&gt;&lt;/Provider&gt;);

  april = renderedElement.getDays(3, 2016, ""13"");
</code></pre>

<p>actual component:</p>

<pre><code>  class GraphRoot extends React.Component{
 [...]

 getDays(month, year, days){
 [...]
 return item;
 }
</code></pre>

<p>The rendering part worked perfectly, but when I try to access a method with <code>renderedElement.getDays(3, 2016, ""13"");</code>, it's saying it's not a function </p>
"
"calling setState on a reactjs component with test utils not re-rendering component","<reactjs><jestjs>","<p>I have the following code in a jest based test:</p>

<pre><code>it('will show the hero loop if there is one', function() {

    var React = require('react/addons');
    var ShowsDetailHeader = require('../../../../routes/shows/components/ShowsDetailHeader.jsx');
    var mockData = require('../../../../mock/episodeDetailData');
    mockData.data.show.assets._webHeroVideoUrl = 'https://test.video.com';

    var Subject = require('../../../../mock/stubRouterContext')(ShowsDetailHeader,  {
      show: mockData.data.show
    });

    var TestUtils = React.addons.TestUtils;

    var showsHeader = TestUtils.renderIntoDocument(
      &lt;Subject /&gt;
    );

    showsHeader.setState({
      showVideo: true
    });

    var videoClass = TestUtils.findRenderedDOMComponentWithClass(showsHeader, 'flex-video').getDOMNode().getAttribute('class');

    expect(videoClass.indexOf('in')).toBe(-1);

    console.log(videoClass);


  });
</code></pre>

<p>My previous test tests the initial state of the component. I now want to call setState to check the component after a state change. The videoClass i'm logging here stays the same. I am on react 0.12. and latest jest 0.4.0.</p>

<p>Any ideas on how to test what happens after set state?</p>
"
"mocha JSDOM testing on react, getElementById return null","<reactjs><mocha><jsdom>","<p>I'm using mocha and JsDom to test my react component.</p>

<p>First of all my component works perfectly, so it is problem with the testing enviornment. </p>

<p>Situation:</p>

<p>I have a component that render a couple of <code>select</code> tag with id. Then a <code>componentDidMount</code> in the component that would use <code>document.getElementById</code> to get those select tags and add options to them. But when I run my test, it is showing null for these <code>getElementById</code>.</p>

<p>Now if I comment out <code>componentDidMount</code>, and assert stuff such as below, it works perfectly, so the component did render out those select tags.</p>

<pre><code>    describe('test component', function(){
      var renderedElement = ReactTestUtils.renderIntoDocument(&lt;Component/&gt;);
      var renderedNode = ReactDom.findDOMNode(renderedElement);
      it('should have the proper markup', function(){
        assert.equal(renderedNode.childElementCount, 5);
       [...]
      })
    })
</code></pre>

<p>what is causing the problem? Is it cause <code>document.getElementById</code> the document object doesn't exist in my testing environment cause Im using a 'fake' one, if so how should I test this?</p>

<p>below is my jsdom setup for mocha</p>

<pre><code>    (function () {
        'use strict';

        var jsdom = require('jsdom'),
            baseHTML,
            window;

        if (!global.window) {
            baseHTML = '&lt;!DOCTYPE html&gt;&lt;html&gt;&lt;head lang=""en""&gt;&lt;meta charset=""UTF-8""&gt;&lt;title&gt;Tests&lt;/title&gt;&lt;/head&gt;&lt;body&gt;&lt;/body&gt;&lt;/html&gt;';
            window = jsdom.jsdom(baseHTML).defaultView;

            global.window = window;
            global.document = window.document;
            global.navigator = window.navigator;
        }

    }());
</code></pre>
"
"Test failing using react TestUtils","<reactjs><testing><npm>","<p>Trying to perform a first test in a new component... However in the code below the <code>renderIntoDocument</code> method returns a <strong>empty object</strong>. It is good to point out that the component works fine in the main app, rendered using webpack. No other error is throw! Thanks in advance</p>

<pre><code>import React from 'react';
import TestUtils from 'react-dom/test-utils';

import TwistCardComponent from '../lib/twist-card-component';

describe('Render TwistCardComponent into document', function() {
    let component;
    beforeEach(function() {
        component = TestUtils.renderIntoDocument(&lt;TwistCardComponent /&gt;);
    });

    it('should render', function() {
        console.log(component);
        expect(component.getDOMNode().className).toEqual(
            'twist-card-component');
    });
});
</code></pre>

<p><strong>component</strong></p>

<pre><code>import React from 'react';
import createReactClass from 'create-react-class';

const TwistCardComponent = createReactClass({
  render() {
    return (
      &lt;div className='twist-card-component'&gt;Hello World!&lt;/div&gt;
    );
  }
});

export default TwistCardComponent;
</code></pre>

<p>** package.json ** </p>

<pre><code>{
  ""name"": ""twist-card-component"",
  ""version"": ""1.0.0"",
  ""description"": ""twist card component"",
  ""scripts"": {
    ""test"": ""eslint lib/ spec/ &amp;&amp; ./node_modules/karma/bin/karma start karma.conf.js"",
    ""watch-test"": ""./node_modules/karma/bin/karma start karma.conf.js --auto-watch --no-single-run"",
    ""build"": ""webpack -p --display-error-details --colors"",
    ""start"": ""webpack-dev-server --inline --hot""
  },
  ""author"": """",
  ""license"": ""BSD"",
  ""keywords"": [
    ""react"",
    ""reactjs"",
    ""react-component""
  ],
  ""main"": ""dist/index.js"",
  ""files"": [
    ""dist""
  ],
  ""devDependencies"": {
    ""babel-core"": ""~5.8.22"",
    ""babel-eslint"": ""^4.1.8"",
    ""babel-loader"": ""~5.3.2"",
    ""css-loader"": ""~0.16.0"",
    ""es5-shim"": ""~4.1.10"",
    ""eslint"": ""^0.21.1"",
    ""eslint-plugin-react"": ""^2.3.0"",
    ""jasmine"": ""~2.3.2"",
    ""jasmine-core"": ""~2.3.4"",
    ""karma"": ""^1.7.1"",
    ""karma-jasmine"": ""^0.3.8"",
    ""karma-phantomjs-launcher"": ""^0.2.3"",
    ""karma-sourcemap-loader"": ""^0.3.7"",
    ""karma-webpack"": ""^2.0.4"",
    ""node-sass"": ""^3.13.1"",
    ""phantomjs"": ""^2.1.7"",
    ""phantomjs-prebuilt"": ""^2.1.15"",
    ""react"": ""^15.6.1"",
    ""react-addons-test-utils"": ""^15.6.0"",
    ""react-dom"": ""^15.6.1"",
    ""sass-loader"": ""~2.0.1"",
    ""sourcemap"": ""^0.1.0"",
    ""style-loader"": ""~0.12.3"",
    ""webpack"": ""^1.15.0"",
    ""webpack-dev-server"": ""~1.10.1""
  },
  ""dependencies"": {
    ""babel-runtime"": ""~5.8.20""
  }
}
</code></pre>
"
